from,subject,date
AutoZone Recruiter <noreply@invalidemail.com>,"INTERN - IT-250001EV at AutoZone.com, Inc.",
"""Coursera"" <Coursera@m.learn.coursera.org>",📬 Your personalized digest: this week's new courses,
"""Hey Banco"" <noreply@hola.hey.inc>",Y el Oscar es para…¡Josue! 🏆,
LinkedIn <messages-noreply@linkedin.com>,"Josue Alfredo, sigue a Verónica Montoya Reyes - Especialista en atracción de talento en The TECMA Group",
"""SHEIN"" <shein@email.shein.com>",¡Desbloquea a tu fashionista interior con SHEIN MUJER!,
"""SHEIN"" <shein@email.shein.com>",Recién salido: Sorprendentes de la nueva temporada 🛒,
"""Under Armour"" <underarmour@emails.underarmour.com>",Travel essentials to get you where you’re going,
"""adidas"" <adidas@mx-news.adidas.com>","Nueva era, nueva colección 🏁 adidas x Mercedes-AMG PETRONAS F1",
Glassdoor <noreply@glassdoor.com>,Just in at Teleflex: This week's employee reviews and more,
JeuliaMexico <support@stream.jeulia.com.mx>,¡Alerta de venta flash: horas restantes para comprar productos de tendencia 🌟!,
"""AutoZone Talent Acquisition"" <autozone@nurture.icims.com>",New Job Opportunities,
"=?UTF-8?Q?Safran_a_trav=C3=A9s_de_LinkedIn?=
 <newsletters-noreply@linkedin.com>",Safran News 17 – February 2025,
eBay <ebay@ebay.com>,Ayúdanos a proteger tu cuenta,
LeetCode <no-reply@leetcode.com>,LeetCode Weekly Digest,
HackerRank Team <no-reply@hackerrankmail.com>,We Challenge You to Solve Compress the String!,
eBay <ebay@info.ebay.com>,"Josue, keep your account safe with a passkey",
Kaggle <noreply@kaggle.com>,"Introducing Kaggle Packages: Enhance Your MLOps Skills in the Drawing
 with LLMs Competition ",
IconScout <mail@iconscout.com>,Your guide to motion design,
Fitbit <messages-noreply@fitbit.com>,Queda poca batería en tu Sense.,
"""Samsung"" <no-reply@m21.email.samsung.com>",¡Una mejor cámara con Galaxy S25 Ultra!,
Kaggle <noreply@kaggle.com>,GenAI Intensive Course With Google: Registration Issue Resolved,
"""adidas"" <adidas@mx-news.adidas.com>",adidas x FARM Rio,
=?UTF-8?b?RGlEaSBwYXJhIChNw6l4aWNvKQ==?= <didi@mx.didiglobal.com>,Tiempo Límitado: Sin anualidad + 6MSI en una de tus compras cada mes 🤑,
"=?UTF-8?Q?Aerom=C3=A9xico_Promociones?=
 <ampromociones@mx.aeromexico.com>","Recibe $8,000 MXN al adquirir The Gold Card American Express® Aeroméxico",
"""SHEIN"" <shein@edm.mx.shein.com>",Desde ,
"=?UTF-8?Q?The_Pok=C3=A9mon_Company_International?=
 <pokemon@email.pokemon.com>",¡Leyendas Pokémon: Z-A llegará en 2025!,
"""Booking.com"" <email.campaign@sg.booking.com>","Josue, ¡consigue descuentos del 15% con el programa de fidelización Genius!",
"""SHEIN"" <shein@email.shein.com>",¡No te lo pierdas! Las ofertas suben la temperatura 🔥,
JeuliaMexico <support@stream.jeulia.com.mx>,¡No te pierdas nuestros productos más candentes!,
"""AutoZone Talent Acquisition"" <autozone@nurture.icims.com>",New Job Opportunities,
"""roadmap.sh"" <newsletter@roadmap.sh>","Big Updates: SQL Course, Project Filters & More!",
Fitbit <noreply@fitbit.com>,¡Enhorabuena! Has ganado tu primera insignia Marcha de pingüinos.,
LinkedIn <updates-noreply@linkedin.com>,"Debbie Weltin-Katzbeck acaba de publicar esto: Me emociona compartir que en Jabil, la entrega de las mejores prácticas es una… 💼",
"""Indeed"" <alert@indeed.com>","1 nueva vacante de biomedica en Chihuahua, Chih.",
LeetCode <no-reply@leetcode.com>,"SUEBTIS, Join Your First Contest and Win 200 LeetCoins!",
"""Booking.com"" <email.campaign@sg.booking.com>","Josue, ofertas en Chihuahua desde MXN 460 para abril",
=?UTF-8?B?TGlua2VkSW4=?= <linkedin@e.linkedin.com>,¿Te gustaría trabajar en Hiossen?,
"""Under Armour"" <underarmour@emails.underarmour.com>",Put this gear to the test,
"""Diaz, Fernanda"" <Fernanda.Diaz@autozone.com>",Entrevista Josue Escobar INTERN IT,
"""Diaz, Fernanda"" <Fernanda.Diaz@autozone.com>",Entrevista Josue Escobar INTERN IT,
"""SHEIN"" <shein@edm.mx.shein.com>",HASTA ,
"""adidas"" <adidas@mx-news.adidas.com>",¡Colección adidas | Disney: Mickey and Friends!❤️,
"""CARRILLO Elien (SAFRAN ELECTRICAL & POWER)""
	<elien.carrillo@safrangroup.com>",ENTREVISTA PRACTICANTE DESARROLLO,
Kaggle <noreply@kaggle.com>,Register for our 5-Day Gen AI Intensive Course with Google,
Codecademy <learn@itr.mail.codecademy.com>,Get industry-certified — prep here,
IBM Careers <talent@ibm.com>,"Your February Early Career Kick Start, Josue",
"""AutoZone Talent Acquisition"" <autozone@nurture.icims.com>",New Job Opportunities,
DICK'S Sporting Goods  <DSG@e.dcsg.com>,You're a click away from something GREAT! Up to 50% off weekly deals are in this email 📩,
"""Coursera"" <Coursera@m.learn.coursera.org>","Meet Janie: hiking 2,650 miles and earning an MBA!",
Google Flights <noreply-travel@google.com>,Ruta que sigues: vuelos de Chihuahua a Tijuana desde 2.276 MXN,
LinkedIn <messages-noreply@linkedin.com>,"💬 Josue Alfredo, añade a Almendra Esther Ramírez Flores, con el cargo de Vicepresidenta en Asociacion chihuahuense de Disco Volador",
"""Feather from Rebrandly"" <feather@rebrandly.com>",📲 Boost Engagement with Custom QR Codes!,
"""SHEIN"" <shein@news.shein.com>",💸 ¡Gran descuento de 22%!,
HackerRank Team <no-reply@hackerrankmail.com>,Practice Coding with Validating phone numbers,
ITJ Talent <talent@itj.com>,🔒 Join our FREE Tech Talk and Master Ethical Hacking in the SDLC,
IconScout <mail@iconscout.com>,"7,000+ icon fonts in favorite styles",
Fitbit <messages-noreply@fitbit.com>,Queda poca batería en tu Sense.,
Glassdoor Community <noreply@glassdoor.com>,"Well, I was terminated two weeks ago because my position was not cost
 effective...",
Fitbit <noreply@fitbit.com>,Tu informe de progreso semanal de Fitbit,
Fitbit <noreply@fitbit.com>,Tu informe de progreso semanal de Fitbit,
"""ClickUp Team"" <team@mail.clickup.com>",Let AI Fields handle task updates—automatically,
"""Samsung"" <no-reply@m21.email.samsung.com>",Con Bespoke AI Season ahorra hasta 71% OFF,
"""Booking.com"" <email.campaign@sg.booking.com>","josue, reserva pronto para 2025 y ahorra a lo grande en alquileres vacacionales ",
Codecademy <learn@itr.mail.codecademy.com>,Last chance to share your feedback,
"""adidas"" <adidas@mx-news.adidas.com>",¡Lúcete en cada jugada con la colección Melbourne!,
"""Under Armour"" <underarmour@emails.underarmour.com>",New Drop Alert! Project Rock 7,
"""SHEIN"" <shein@email.shein.com>",Descubre tus nuevos favoritos de belleza ,
JeuliaMexico <support@stream.jeulia.com.mx>,"Compra de manera más inteligente, no más difícil: aprovecha nuestro evento de venta.",
"""AutoZone Talent Acquisition"" <autozone@nurture.icims.com>",New Job Opportunities,
"""Coursera"" <Coursera@m.learn.coursera.org>",You’re Invited to Join Us!,
LinkedIn <updates-noreply@linkedin.com>,"Josue Alfredo, Gabriela Diaz tiene una nueva publicación",
LinkedIn <messages-noreply@linkedin.com>,"Josue Alfredo, ¡estás triunfando en LinkedIn!",
Fitbit <messages-noreply@fitbit.com>,Queda poca batería en tu Sense.,
"""Coursera"" <Coursera@m.learn.coursera.org>",Recommended: Architecting Solutions on AWS,
Hey Banco <heybanco@express.medallia.com>,"Recuerda, ¡Compartirnos tu opinión!",
"=?UTF-8?Q?Aerom=C3=A9xico_Promociones?=
 <ampromociones@mx.aeromexico.com>","Orlando desde $6,133 MXN, ¡la Venta Azul te lleva al destino de tus sueños! 🌎✈️",
"""ClickUp Team"" <team@mail.clickup.com>",[NEW] ClickUp Timesheet Approvals are here!,
"""SHEIN"" <shein@news.shein.com>",🌟Alerta de última oportunidad: ¡Tus artículos buscados están casi agotados! 🌟,
"=?UTF-8?Q?The_Pok=C3=A9mon_Company_International?=
 <pokemon@email.pokemon.com>",La información para ser espectador en el Mundial 2025 ya está disponible 🙌,
"""SHEIN"" <shein@edm.mx.shein.com>",DESDE ,
"""Samsung"" <no-reply@m21.email.samsung.com>",Tu setup gamer lo necesita 👉🖥️🎮,
DataCamp <team@datacamp.com>,"[MX$2,550 Off] Build data and AI skills!",
"""Booking.com"" <email.campaign@sg.booking.com>","¿Josue, tienes depresión",
"""The MongoDB team"" <mongodb@team.mongodb.com>",Announcement: MongoDB acquires Voyage AI to Power Trustworthy AI Applications,
"""Under Armour"" <underarmour@emails.underarmour.com>",Icon Fleece Hoodie brings the heat,
"""adidas"" <adidas@mx-news.adidas.com>",Rivalry Agave: Un diseño con historia en cada detalle,
"""Hey Banco"" <noreply@hola.hey.inc>","Meta y Robinhood sacuden Wall Street, en esta semana en 'Invierte x Hey Mercados'",
JeuliaMexico <support@stream.jeulia.com.mx>,¡Aprovecha al máximo,
IconScout <mail@iconscout.com>,Introducing Reverse Image Search,
"=?UTF-8?Q?The_Pok=C3=A9mon_Company_International?=
 <pokemon@email.pokemon.com>",No te pierdas Concierge Pokémon en YouTube,
SHEIN <noreply@sheinnotice.com>,Tu pedido SHEIN ha sido enviado,
Alvin from Structy <alvin@structy.net>,🤬 The toughest algorithm interview I had,
LSKD <yourfriends@lskd.co>,Last chance: Get your Trust Us Pack ,
"""Under Armour"" <underarmour@emails.underarmour.com>",Keep cool on court 🏀,
JeuliaMexico <support@stream.jeulia.com.mx>,🤩 Emocionantes ofertas del Día del Miembro: ¡Échales un vistazo ahora mismo!,
DICK'S | Flash Sale  <DSG@e.dcsg.com>,Today Only ⚡ Up to 50% off Flash Sale!!,
JeuliaMexico <support@stream.jeulia.com.mx>,¡Última,
LinkedIn <notifications-noreply@linkedin.com>,Tienes 1 invitación nueva,
"""TELMEX"" <informacion@aviso.telmex.com>",¡Queremos conocer tu experiencia!,
LinkedIn <messages-noreply@linkedin.com>,"Josue Alfredo, ¡estás triunfando en LinkedIn!",
"""Feather from Rebrandly"" <feather@rebrandly.com>",🌐 Ready to Connect Your Custom Domain? Here’s How!,
Algo Monster <hello@algo.monster>,A story you need to hear…,
Hey Banco <noreply@hey.inc>,"Banca Electrónica Hey, Solicitud de Transferencia Nacional SPEI.",
SHEIN <noreply@sheinnotice.com>,Confirmación,
SHEIN <noreply@sheinnotice.com>,Verificación del correo electrónico,
"""Hey Banco"" <noreply@hola.hey.inc>","Josue, evita los errores fatales en tu startup 🤝",
Alvin from Structy <alvin@structy.net>,🙁 This feeling sucks.,
Alvin from Structy <alvin@structy.net>,😨 Google gave me this Interview Problem,
Hey Banco <noreply@hey.inc>,Recepción de transferencia nacional SPEI,
"""SHEIN"" <shein@email.shein.com>",¿No te sientes inspirad@? ¡Nuestra última entrega está aquí para elevar tu vibra!,
"""Under Armour"" <underarmour@emails.underarmour.com>",Get UA gear in new neutrals,
AliExpress <ae-market.notice09@deals.aliexpress.com>,Liquidación: hasta 75 % de descuento,
